    sample                    id                                                                   file         line  wavelength     intg_flux  intg_flux_err    gauss_flux  gauss_flux_err            eqw       eqw_err particle                    latex_label               profile_label pixel_mask            w1            w2            w3            w4            w5            w6           w_i           w_f     peak_wave     peak_flux          cont      std_cont        m_cont        n_cont    snr_line      snr_cont    z_line           amp        center       sigma       amp_err    center_err     sigma_err         v_r       v_r_err    sigma_vel  sigma_vel_err  sigma_thermal  sigma_instr  n_pixels   pixel_vel    FWHM_intg       FWHM_g         FWZI        v_med        v_50          v_1          v_5         v_10         v_90         v_95         v_99       chisqr     redchi         aic         bic  observations comments
81   SMACS    5144_Visit_1_G395M     /SMACS/G395M/Visit_1/5144/G395M_Visit_1_s05144_x1d_masked_bpx.fits     O3_4364A      4364.0  2.772604e-19   4.153232e-20  2.856095e-19    5.862536e-20    7609.010511  2.397493e+05       O3                $[OIII]4364\AA$                         NaN         no   4292.889410   4327.333156   4354.238786   4376.302875   4385.212346   4406.499639           NaN           NaN  32201.817918  6.478909e-21  1.316158e-22  6.828885e-22  4.644027e-25 -1.482299e-20    8.501861  1.927340e-01  6.378968  4.705249e-21  32209.983789   24.215875  1.105887e-21  5.669078e+00  5.772455e+00   76.022620  5.277798e+01   225.444935   5.374039e+01       2.279635          NaN      10.0  167.050752          NaN   530.882251          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    90.724806   2.749237   39.275228   44.025784            no       no
82   SMACS    5144_Visit_1_G395M     /SMACS/G395M/Visit_1/5144/G395M_Visit_1_s05144_x1d_masked_bpx.fits     H1_4863A      4863.0  1.327907e-18   4.265169e-20  1.301235e-18    4.625828e-20    1157.632372  2.242954e+02       H1                    $HI4863\AA$                         NaN         no   4829.894903   4844.624311   4850.879663   4872.042665   4875.098949   4891.860000           NaN           NaN  35880.094461  3.982950e-20  1.192713e-21  5.649641e-22 -3.863502e-25  1.505499e-20   69.235454  2.111130e+00  6.378181  3.866118e-20  35879.638558   13.427356  1.636121e-21  5.425890e-01  4.810460e-01   -3.809253  4.533546e+00   112.190897   4.019334e+00       9.082224          NaN      10.0  149.846505          NaN   264.189373          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    38.617170   1.755326   16.870529   20.527157            no       no
83   SMACS    5144_Visit_1_G395M     /SMACS/G395M/Visit_1/5144/G395M_Visit_1_s05144_x1d_masked_bpx.fits     O3_4960A      4960.0  2.747840e-18   5.430002e-20  2.733803e-18    9.123373e-20    2305.656476  6.280265e+02       O3                $[OIII]4960\AA$                         NaN         no   4925.856569   4944.223855   4948.310671   4970.712011   4972.820372   4984.416360           NaN           NaN  36597.417125  7.885058e-20  1.248984e-21  5.206691e-22  2.048738e-24 -7.372952e-20  124.757878  2.398805e+00  6.378512  7.853992e-20  36601.252551   13.886312  3.207195e-21  5.147830e-01  4.430670e-01   31.418386  4.216910e+00   113.751510   3.629441e+00       2.279635          NaN      10.0  146.892040          NaN   267.864336          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    78.233507   3.725405   34.359461   37.893622            no       no
84   SMACS    5144_Visit_1_G395M     /SMACS/G395M/Visit_1/5144/G395M_Visit_1_s05144_x1d_masked_bpx.fits     O3_5008A      5008.0  8.549455e-18   7.640497e-20  8.438398e-18    2.271904e-19   12511.595828  1.325634e+05       O3                $[OIII]5008\AA$                         NaN         no   4970.158914   4989.992085   4995.348943   5024.303156   5028.463310   5044.967468           NaN           NaN  36956.046158  2.392270e-19  6.804038e-22  5.139962e-22 -2.531979e-24  9.425235e-20  365.386491  1.323753e+00  6.379402  2.337967e-19  36955.049984   14.398979  7.854695e-21  4.111940e-01  3.310720e-01   -8.081100  3.335660e+00   116.806472   2.685700e+00       2.279635          NaN      13.0  145.457465          NaN   275.058223          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   259.232051   9.601187   70.695787   74.899379            no       no
85   SMACS    5144_Visit_1_G395M     /SMACS/G395M/Visit_1/5144/G395M_Visit_1_s05144_x1d_masked_bpx.fits     H1_6565A      6565.0  3.484620e-18   1.022374e-19  3.172672e-18    1.337687e-19  -43265.471656  6.416767e+05       H1                    $HI6565\AA$                         NaN         no   6481.123716   6530.995291   6540.511695   6594.329013   6614.593300   6665.065862           NaN           NaN  48440.176530  7.880511e-20 -2.239891e-22  1.045409e-21  1.037302e-24 -5.047106e-20  132.430069 -2.142600e-01  6.378549  7.714295e-20  48441.492428   16.407370  3.880453e-21  7.860470e-01  7.040630e-01    8.143991  4.864784e+00   101.543927   4.357389e+00       9.082224          NaN      23.0  110.688981          NaN   239.117674          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   288.899811   4.514060  103.912951  110.527029            no       no
86   SMACS    5144_Visit_2_G235M     /SMACS/G235M/Visit_2/5144/G235M_Visit_2_s05144_x1d_masked_bpx.fits   O2_3727A_m      3727.0  5.488264e-19   5.157989e-20  5.259889e-19    8.608481e-20     467.308798  1.490212e+04       O2  $[OII]3726\AA$+$[OII]3729\AA$           O2_3726A+O2_3729A         no   3684.798082   3705.016673   3724.322249   3732.058040   3746.325584   3767.640823           NaN           NaN  27520.589382  1.949788e-20  4.042776e-22  1.778534e-21 -2.699828e-24  7.470514e-20    9.274611  2.273090e-01  6.384113  1.752619e-20  27513.533406   11.972894  2.805865e-21  2.282764e+00  2.207354e+00  -76.863479  2.486704e+01   130.425375   2.404556e+01       2.279635          NaN       6.0  115.927990          NaN   307.128287          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    99.227957   2.918469   42.500570   47.333324            no       no
87   SMACS    5144_Visit_2_G235M     /SMACS/G235M/Visit_2/5144/G235M_Visit_2_s05144_x1d_masked_bpx.fits     H1_3772A      3772.0  3.831771e-19   5.595157e-20  3.439741e-19    8.698017e-20    -385.002022  3.763935e+03       H1                    $HI3772\AA$                         NaN         no   3747.402614   3761.114230   3766.011236   3776.458182   3782.356118   3796.770795           NaN           NaN  27839.828484  8.940497e-21 -1.794351e-21  2.134850e-21 -3.030049e-24  8.256171e-20    6.857837 -8.405040e-01  6.380654  1.072541e-20  27832.460802   12.794451  2.521138e-21  3.829952e+00  3.555670e+00  -79.338695  4.124274e+01   137.776713   3.828913e+01       9.082224          NaN       8.0  114.583017          NaN   324.439364          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    76.185249   2.821676   33.959114   38.162707            no       no
88   SMACS    5144_Visit_2_G235M     /SMACS/G235M/Visit_2/5144/G235M_Visit_2_s05144_x1d_masked_bpx.fits    Ne3_3870A      3870.0  8.552732e-19   7.569623e-20  7.897651e-19    1.247312e-19   57908.674371  1.728946e+06      Ne3               $[NeIII]3870\AA$                         NaN         no   3843.524081   3855.178175   3861.957191   3875.511561   3897.765492   3918.643954           NaN           NaN  28552.635924  2.751614e-20  2.176200e-22  1.991279e-21  3.640087e-24 -1.037165e-19   16.257425  1.092870e-01  6.377942  2.471430e-20  28553.000381   12.748518  4.008070e-21  2.323508e+00  2.344144e+00    3.826673  2.439600e+01   133.854878   2.461268e+01       2.029830          NaN      11.0  111.687172          NaN   315.204149          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   164.704862   4.991056   60.742904   65.493461            no       no
89   SMACS    5144_Visit_2_G235M     /SMACS/G235M/Visit_2/5144/G235M_Visit_2_s05144_x1d_masked_bpx.fits     H1_3890A      3890.0  4.930685e-19   5.480252e-20  4.889584e-19    9.969366e-20    4438.322769  1.481283e+05       H1                    $HI3890\AA$                         NaN         no   3842.087829   3861.282614   3885.855141   3895.034040   3928.606060   3955.352675           NaN           NaN  28712.188731  1.800225e-20 -3.327538e-22  2.016749e-21 -1.877538e-24  5.357548e-20    8.647050 -1.649950e-01  6.381025  1.542841e-20  28711.491233   12.643308  3.570612e-21  2.936068e+00  3.040176e+00   -7.282781  3.065635e+01   132.012525   3.174338e+01       9.082224          NaN       7.0  111.058532          NaN   310.865740          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   136.320056   3.684326   55.045041   60.111679            no       no
90   SMACS    5144_Visit_2_G235M     /SMACS/G235M/Visit_2/5144/G235M_Visit_2_s05144_x1d_masked_bpx.fits     H1_3971A      3971.0  2.789271e-19   5.998544e-20  3.186563e-19    6.748491e-20     142.301013  9.424705e+01       H1                    $HI3971\AA$                         NaN         no   3946.956933   3960.910723   3964.903002   3975.229621   3992.820871   4008.338174           NaN           NaN  29286.233475  1.254964e-20  2.050227e-21  2.102832e-21  2.438693e-24 -6.936991e-20    4.814870  9.749840e-01  6.375027  8.159098e-21  29291.421043   15.580825  1.660927e-21  3.793723e+00  3.835120e+00   53.103238  3.883495e+01   159.495206   3.925872e+01       9.082224          NaN       8.0  108.851836          NaN   375.582507          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    34.438671   1.229953    9.260979   13.562941            no       no
91   SMACS    5144_Visit_2_G235M     /SMACS/G235M/Visit_2/5144/G235M_Visit_2_s05144_x1d_masked_bpx.fits    He1_4027A      4027.0  2.154998e-19   7.033785e-20  3.601955e-19    9.854002e-20     214.780097  6.142910e+03      He1                   $HeI4027\AA$                         NaN         no   4005.957709   4015.085111   4026.404946   4041.652479   4045.820279   4061.795197           NaN           NaN  29754.061814  1.426087e-20  8.960011e-22  1.891765e-21  7.025557e-25 -2.000788e-20    7.933790  4.736320e-01  6.388642  1.181429e-20  29747.444320   12.163000  3.417532e-21  3.837748e+00  3.825537e+00  -66.675760  3.866792e+01   122.550517   3.854490e+01       4.557702          NaN      11.0  107.116275          NaN   288.584414          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    91.814423   3.279087   39.659248   43.961210            no       no
92   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     H1_3971A      3971.0  3.724442e-19   5.091536e-20  3.986150e-19    5.779724e-20     285.575309  9.276418e+02       H1                    $HI3971\AA$                         NaN         no   3951.517926   3958.189828   3963.527349   3973.312805   3984.936611   4016.967972           NaN           NaN  29290.515116  1.396551e-20  1.402706e-21  1.093775e-21  4.413472e-24 -1.278702e-19   10.264838  1.282445e+00  6.376106  1.365658e-20  29284.413465   11.644523  2.192936e-21  2.014599e+00  2.240194e+00  -62.451236  2.061970e+01   119.183299   2.292870e+01       9.082224          NaN       5.0  183.714375          NaN   280.655222          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    31.746465   1.587323   13.412605   16.819088            no       no
93   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits    He1_4027A      4027.0  1.723772e-19   4.810620e-20  1.857561e-19    6.405202e-20      87.303337  5.953135e+00      He1                   $HeI4027\AA$                         NaN         no   3986.830061   4015.155090   4021.039280   4033.154362   4034.211609   4044.660429           NaN           NaN  29739.239653  5.409894e-21  1.948100e-21  1.004914e-21 -1.122500e-24  3.533038e-20    2.908989  1.938575e+00  6.384961  3.163182e-21  29719.705379   23.427657  1.019338e-21  9.413948e+00  9.326518e+00 -196.919224  9.489921e+01   236.167261   9.401786e+01       4.557702          NaN       6.0  180.934446          NaN   556.131399          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    25.832866   1.291643    8.671527   12.078010            no       no
94   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     H1_4103A      4103.0  3.336782e-19   4.244910e-20  4.346587e-19    7.034741e-20     572.477370  2.727012e+03       H1                    $HI4103\AA$                         NaN         no   4073.649883   4087.518170   4095.935564   4108.433334   4115.876171   4140.575292           NaN           NaN  30277.681888  1.302588e-20  6.935706e-22  9.232315e-22 -7.763170e-25  2.419865e-20   13.562557  7.512420e-01  6.379401  1.291577e-20  30275.956025   13.425739  1.911469e-21  2.698906e+00  2.204239e+00  -17.088520  2.672304e+01   132.934067   2.182513e+01       9.082224          NaN       6.0  177.706434          NaN   313.035805          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    72.345048   3.445002   32.481436   36.015598            no       no
95   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     H1_4342A      4342.0  8.403597e-19   4.165803e-20  8.292422e-19    6.658528e-20    2527.319643  5.835158e+04       H1                    $HI4342\AA$                         NaN         no   4310.483370   4330.175848   4331.556164   4349.568741   4368.118344   4384.380354           NaN           NaN  32037.130266  1.900225e-20  2.036361e-22  7.325228e-22  3.032994e-24 -9.696480e-20   26.470039  2.779930e-01  6.378427  1.671852e-20  32035.154884   19.787625  1.562853e-21  1.833366e+00  1.707310e+00  -18.484945  1.715601e+01   185.165792   1.597642e+01       9.082224          NaN       9.0  167.913316          NaN   436.032120          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    73.147996   3.324909   32.840223   36.496850            no       no
96   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     O3_4364A      4364.0  3.354475e-19   3.750587e-20  3.059313e-19    5.043557e-20     503.160923  2.018959e+04       O3                $[OIII]4364\AA$                         NaN         no   4299.651146   4331.587374   4356.886082   4372.721331   4380.098100   4406.778999           NaN           NaN  32198.624171  9.348331e-21  2.028792e-22  7.208340e-22  5.772185e-25 -1.838276e-20   13.192793  2.814510e-01  6.378237  9.279722e-21  32196.551197   13.152219  1.384605e-21  2.684799e+00  2.323047e+00  -19.300883  2.499742e+01   122.456664   2.162925e+01       2.279635          NaN       7.0  167.067350          NaN   288.363407          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   103.378961   3.445965   43.682499   48.172022            no       no
97   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     H1_4863A      4863.0  1.472878e-18   4.897606e-20  1.346634e-18    8.498974e-20    6817.427079  4.857830e+04       H1                    $HI4863\AA$                         NaN         no   4823.248541   4842.295165   4848.715437   4876.181741   4884.662569   4911.073965           NaN           NaN  35876.896436  3.810141e-20  2.735409e-22  5.889624e-22  1.682817e-24 -6.010072e-20   74.552166  4.644450e-01  6.377523  3.856868e-20  35881.180163   13.929155  2.958475e-21  9.904780e-01  9.066570e-01   35.795434  8.276577e+00   116.394004   7.576158e+00       9.082224          NaN      12.0  149.859689          NaN   274.086933          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   144.701422   4.989704   54.285970   58.683178            no       no
98   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     O3_4960A      4960.0  2.733076e-18   5.092273e-20  2.753415e-18    7.633588e-20   -4032.943179  2.854952e+05       O3                $[OIII]4960\AA$                         NaN         no   4930.564822   4948.847417   4951.326308   4970.737458   4972.943680   4987.812350           NaN           NaN  36594.218264  7.081024e-20  8.221218e-22  5.584003e-22  1.466175e-24 -5.283140e-20  114.249616  1.472280e+00  6.377867  7.760396e-20  36601.228869   14.154610  2.663536e-21  4.247840e-01  3.494960e-01   57.433296  3.479974e+00   115.959448   2.863192e+00       2.279635          NaN       9.0  146.904485          NaN   273.063633          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    60.605147   2.885959   28.231824   31.765985            no       no
99   SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     O3_5008A      5008.0  8.569793e-18   7.968869e-20  8.374003e-18    2.059097e-19   13590.718717  3.759668e+05       O3                $[OIII]5008\AA$                         NaN         no   4978.016094   4995.169139   4996.144995   5021.324307   5022.805443   5039.591652           NaN           NaN  36952.846871  2.352013e-19  1.801929e-22  6.188318e-22 -3.845776e-24  1.422926e-19  288.683297  2.911820e-01  6.378763  2.259404e-19  36954.973240   14.785951  6.965199e-21  3.829620e-01  3.093090e-01   17.250885  3.106909e+00   119.956021   2.509372e+00       2.279635          NaN      11.0  145.469886          NaN   282.474843          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   178.339164   7.430799   56.971958   60.859468            no       no
100  SMACS    5144_Visit_2_G395M     /SMACS/G395M/Visit_2/5144/G395M_Visit_2_s05144_x1d_masked_bpx.fits     H1_6565A      6565.0  3.127245e-18   7.752572e-20  3.232168e-18    1.136612e-19    1613.846661  5.088534e+02       H1                    $HI6565\AA$                         NaN         no   6527.148220   6548.309516   6555.042670   6573.952812   6577.506533   6605.998166           NaN           NaN  48436.961282  7.971758e-20  2.143654e-21  9.859902e-22 -3.866587e-24  1.894294e-19   75.489245  2.174112e+00  6.378060  8.241468e-20  48440.849248   15.645858  3.368875e-21  6.339050e-01  5.541920e-01   24.063918  3.923451e+00    96.837418   3.430080e+00       9.082224          NaN       9.0  110.696700          NaN   228.034694          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    86.131798   2.970062   37.684568   42.081776            no       no
101  SMACS    5735_Visit_1_G235M     /SMACS/G235M/Visit_1/5735/G235M_Visit_1_s05735_x1d_masked_bpx.fits   O2_7321A_m      7321.0  2.858076e-19   1.605624e-19  3.029654e-19    2.295929e-19      16.182259  8.331677e+00       O2  $[OII]7321\AA$+$[OII]7330\AA$           O2_7321A+O2_7330A         no   7220.677298   7269.062580   7328.009432   7372.741370   7443.546385   7498.020278           NaN           NaN  18389.235535  3.044378e-20  1.722881e-20  4.255991e-21 -5.652455e-24  1.211731e-19    5.876225  4.048130e+00  1.511847  1.747096e-20  18395.029051    6.918091  1.803804e-20  4.885189e+00  9.578286e+00   94.449410  7.964131e+01   112.782911   1.561510e+02       2.279635          NaN      12.0  173.766168          NaN   265.583461          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   184.966136   5.284747   66.138291   71.051049            no       no
102  SMACS    5735_Visit_1_G235M     /SMACS/G235M/Visit_1/5735/G235M_Visit_1_s05735_x1d_masked_bpx.fits     S3_9071A      9071.0  2.184531e-19   7.558885e-20  3.452496e-19    1.092597e-19      15.884326  4.325444e+00       S3                $[SIII]9071\AA$                         NaN         no   8993.921234   9032.588924   9063.441788   9085.570212   9141.299765   9181.545464           NaN           NaN  22747.570950  3.068552e-20  1.346492e-20  2.689949e-21 -1.236822e-23  2.948120e-19    6.569570  5.005643e+00  1.507725  1.878362e-20  22745.114601    7.332698  6.231515e-21  2.804704e+00  2.735277e+00  -32.372469  3.696347e+01    96.638349   3.604848e+01       1.610217          NaN       6.0  140.324738          NaN   227.565921          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    72.067696   3.002821   32.507764   36.395274            no       no
103  SMACS    5735_Visit_1_G235M     /SMACS/G235M/Visit_1/5735/G235M_Visit_1_s05735_x1d_masked_bpx.fits     S3_9533A      9533.0  1.143713e-18   8.153818e-20  1.022207e-18    1.240891e-19      92.858545  6.102830e-01       S3                $[SIII]9533\AA$                         NaN         no   9458.818183   9510.758561   9517.118607   9548.918839   9589.394948   9624.104100           NaN           NaN  23897.296569  6.078770e-20  1.230406e-20  2.456321e-21  8.556468e-24 -1.921724e-19   21.802054  5.009142e+00  1.506797  4.887819e-20  23898.371311    8.343222  6.818417e-21  1.168542e+00  1.081685e+00   13.482670  1.465940e+01   104.666022   1.356978e+01       1.610217          NaN       8.0  133.524293          NaN   246.469647          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   108.760043   4.028150   44.638399   48.841991            no       no
104  SMACS    5735_Visit_1_G235M     /SMACS/G235M/Visit_1/5735/G235M_Visit_1_s05735_x1d_masked_bpx.fits   He1_10833A     10833.0  5.686840e-19   9.044263e-20  5.342718e-19    7.413729e-20      78.188058  1.095853e+00      He1                  $HeI10833\AA$                         NaN         no  10760.769375  10789.009948  10822.780490  10853.953378  10862.485909  10886.171446           NaN           NaN  27165.339148  3.246566e-20  7.226837e-21  2.947941e-21  9.515907e-24 -2.512760e-19   10.780711  2.451486e+00  1.507647  2.818676e-20  27160.232689    7.561834  4.626034e-21  1.178568e+00  1.277081e+00  -56.354078  1.300649e+01    83.451222   1.409366e+01       4.557702          NaN       8.0  117.316097          NaN   196.512611          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    24.372931   1.218647    7.333515   10.739998            no       no
105  SMACS    5735_Visit_1_G235M     /SMACS/G235M/Visit_1/5735/G235M_Visit_1_s05735_x1d_masked_bpx.fits    H1_10941A     10941.0  3.766967e-19   1.008074e-19  4.471237e-19    1.361061e-19      53.953722  7.030361e+00       H1                   $HI10941\AA$                         NaN         no  10696.561975  10779.279773  10930.653852  10963.307303  11054.550277  11152.925599           NaN           NaN  27431.086306  2.464625e-20  6.898846e-21  2.990123e-21 -4.326751e-24  1.255863e-19    7.284321  2.307211e+00  1.507183  1.787992e-20  27432.719816    9.976361  5.833833e-21  3.519253e+00  3.443608e+00   17.852525  3.846168e+01   109.030959   3.763496e+01       9.082224          NaN       9.0  116.166209          NaN   256.748289          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   178.064699   3.491465   70.430797   76.397749            no       no
106  SMACS    5735_Visit_1_G395M     /SMACS/G395M/Visit_1/5735/G395M_Visit_1_s05735_x1d_masked_bpx.fits    H1_12822A     12822.0  6.646997e-19   6.546647e-20  6.404199e-19    7.268667e-20     109.478374  2.008080e-01       H1                   $HI12822\AA$                         NaN         no  12743.133030  12790.915090  12805.842943  12842.544308  12872.895340  12920.315188           NaN           NaN  32136.912629  2.029632e-20  6.092606e-21  1.312676e-21  4.496531e-25 -8.357856e-21   10.898870  4.641363e+00  1.506388  1.551639e-20  32143.557541   16.465857  1.883180e-21  2.205120e+00  2.039323e+00   61.987741  2.057069e+01   153.603418   1.902404e+01       9.082224          NaN       6.0  167.186754          NaN   361.708408          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    26.379680   1.388404    9.994134   13.267262            no       no
107  SMACS    5735_Visit_2_G235M     /SMACS/G235M/Visit_2/5735/G235M_Visit_2_s05735_x1d_masked_bpx.fits     S3_9533A      9533.0  1.191955e-18   8.111546e-20  1.244603e-18    1.219812e-19      96.980413  8.305600e-02       S3                $[SIII]9533\AA$                         NaN         no   9460.647552   9508.406291   9521.157154   9551.862931   9613.076007   9677.038006           NaN           NaN  23904.236166  7.320951e-20  1.245960e-20  2.345020e-21 -1.627789e-23  4.015702e-19   31.207727  5.313219e+00  1.507525  6.309492e-20  23900.888179    7.869491  7.211103e-21  8.775370e-01  8.876030e-01  -41.988426  1.100553e+01    98.694392   1.113177e+01       1.610217          NaN       9.0  133.484899          NaN   232.407532          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   136.819842   4.024113   54.386644   59.219397            no       no
108  SMACS    5735_Visit_2_G235M     /SMACS/G235M/Visit_2/5735/G235M_Visit_2_s05735_x1d_masked_bpx.fits   He1_10833A     10833.0  5.855745e-19   9.972988e-20  7.328938e-19    1.390394e-19      67.707601  2.500975e+00      He1                  $HeI10833\AA$                         NaN         no  10702.477007  10782.129098  10822.935679  10852.615681  10919.836334  10994.628239           NaN           NaN  27161.637552  3.225027e-20  8.533640e-21  1.592707e-06  4.679615e-24 -1.185724e-19    9.769424  5.357949e-15  1.507305  2.655611e-20  27162.258214   11.009983  6.266252e-21  2.339929e+00  2.419180e+00    6.850459  2.582661e+01   121.521017   2.670133e+01       4.557702          NaN       8.0  117.331660          NaN   286.160127          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN   128.914236   3.069387   53.361818   58.781806            no       no
109  SMACS    5735_Visit_2_G395M     /SMACS/G395M/Visit_2/5735/G395M_Visit_2_s05735_x1d_masked_bpx.fits    H1_12822A     12822.0  3.420467e-19   6.539720e-20  4.009848e-19    8.302935e-20      41.997722  5.088722e+00       H1                   $HI12822\AA$                         NaN         no  12687.652590  12766.129245  12804.390425  12843.816138  12858.169150  12947.117299           NaN           NaN  32133.822338  2.038003e-20  8.026354e-21  1.368274e-21  1.266884e-24 -3.268348e-20    9.371055  5.866043e+00  1.506147  1.372195e-20  32140.797855   11.657949  3.586244e-21  2.662172e+00  3.546232e+00   65.078078  2.483673e+01   108.762823   3.308457e+01       9.082224          NaN       6.0  167.202685          NaN   256.116876          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    63.492894   2.267603   28.225164   32.527126            no       no
110  SMACS    6355_Visit_1_G395M     /SMACS/G395M/Visit_1/6355/G395M_Visit_1_s06355_x1d_masked_bpx.fits   O2_3727A_m      3727.0  2.259545e-18   6.096515e-20  2.299906e-18    1.166763e-19     711.726820  6.880881e+01       O2  $[OII]3726\AA$+$[OII]3729\AA$           O2_3726A+O2_3729A         no   3702.972207   3714.336574   3718.805800   3736.605908   3747.730976   3765.976087           NaN           NaN  32309.128148  4.230166e-20  3.217796e-21  8.908455e-22 -3.736534e-24  1.239420e-19   45.749393  3.612070e+00  7.668937  4.005716e-20  32306.300468   22.905510  2.262212e-21  1.358600e+00  1.215680e+00  -26.237696  1.260629e+01   212.537437   1.128015e+01       2.279635          NaN       9.0  166.461916          NaN   500.487416          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    84.809952   4.038569   36.296618   39.830779            no       no
111  SMACS    6355_Visit_1_G395M     /SMACS/G395M/Visit_1/6355/G395M_Visit_1_s06355_x1d_masked_bpx.fits    Ne3_3870A      3870.0  1.344858e-18   5.091141e-20  1.231632e-18    7.705543e-20     756.763766  9.954641e+01      Ne3               $[NeIII]3870\AA$                         NaN         no   3840.304713   3851.717291   3857.260543   3877.477110   3896.376059   3917.667390           NaN           NaN  33529.398302  2.842920e-20  1.786450e-21  6.898592e-22 -2.064772e-24  7.101701e-20   38.215134  2.589586e+00  7.663927  2.612656e-20  33528.239422   18.806534  1.914432e-21  1.344434e+00  1.305668e+00  -10.361749  1.202083e+01   168.152648   1.167421e+01       2.029830          NaN      10.0  160.390067          NaN   395.969227          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    84.031737   3.231990   36.853063   40.954950            no       no
112  SMACS    6355_Visit_1_G395M     /SMACS/G395M/Visit_1/6355/G395M_Visit_1_s06355_x1d_masked_bpx.fits     H1_3890A      3890.0  3.923784e-19   4.095626e-20  3.813109e-19    4.988541e-20     357.786456  4.475525e+01       H1                    $HI3890\AA$                         NaN         no   3842.986431   3856.650542   3880.390000   3899.420000   3905.915253   3928.840236           NaN           NaN  33708.780411  8.110923e-21  1.126181e-21  6.999489e-22  2.955957e-25 -8.837988e-21   12.673037  1.608947e+00  7.665496  7.055565e-21  33707.451259   21.560432  9.369006e-22  3.327040e+00  3.090320e+00  -11.820952  2.958937e+01   191.749887   2.748407e+01       9.082224          NaN      10.0  159.534033          NaN   451.536477          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    52.702555   2.027021   23.323675   27.425562            no       no
113  SMACS    6355_Visit_1_G395M     /SMACS/G395M/Visit_1/6355/G395M_Visit_1_s06355_x1d_masked_bpx.fits     H1_3971A      3971.0  6.994569e-19   4.003726e-20  7.412863e-19    6.001678e-20     340.526044  3.541962e+01       H1                    $HI3971\AA$                         NaN         no   3930.211024   3950.330098   3962.776311   3975.287718   3980.954054   4004.346091           NaN           NaN  34390.820261  1.270222e-20  2.072946e-21  7.573059e-22  2.655893e-25 -7.060889e-21   15.275150  2.737264e+00  7.660494  1.129247e-20  34395.253532   26.188295  9.964720e-22  2.424934e+00  2.489961e+00   38.645811  2.113869e+01   228.289211   2.170555e+01       9.082224          NaN       7.0  156.361565          NaN   537.580009          NaN          NaN         NaN          NaN          NaN          NaN          NaN          NaN          NaN    58.338309   2.160678   25.951848   30.155440            no       no
